name	smiles	source
Lorazepam	O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O	HIPS/molecule-autoencoder all_drugs.smi
Lornoxicam	CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Losartan	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Loxapine	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1	HIPS/molecule-autoencoder all_drugs.smi
Lubiprostone	CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1	HIPS/molecule-autoencoder all_drugs.smi
Lucanthone	CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12	HIPS/molecule-autoencoder all_drugs.smi
Lumefantrine	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Lumiracoxib	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	HIPS/molecule-autoencoder all_drugs.smi
Malathion	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	HIPS/molecule-autoencoder all_drugs.smi
Mannitol	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	HIPS/molecule-autoencoder all_drugs.smi
Maprotiline	CNCCCC12CCC(c3ccccc31)c1ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Marimastat	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	HIPS/molecule-autoencoder all_drugs.smi
Masoprocol	C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Mazindol	OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21	HIPS/molecule-autoencoder all_drugs.smi
Mebendazole	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Mecamylamine	CNC1(C)C2CCC(C2)C1(C)C	HIPS/molecule-autoencoder all_drugs.smi
Mechlorethamine	CN(CCCl)CCCl	HIPS/molecule-autoencoder all_drugs.smi
Meclizine	Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1	HIPS/molecule-autoencoder all_drugs.smi
Meclofenamic	Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	HIPS/molecule-autoencoder all_drugs.smi
Mefenamic	Cc1cccc(Nc2ccccc2C(=O)O)c1C	HIPS/molecule-autoencoder all_drugs.smi
Mefloquine	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	HIPS/molecule-autoencoder all_drugs.smi
Megestrol	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Melatonin	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	HIPS/molecule-autoencoder all_drugs.smi
Meloxicam	Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1	HIPS/molecule-autoencoder all_drugs.smi
Melphalan	N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Memantine	CC12CC3CC(C)(C1)CC(N)(C3)C2	HIPS/molecule-autoencoder all_drugs.smi
Menadione	CC1=CC(=O)c2ccccc2C1=O	HIPS/molecule-autoencoder all_drugs.smi
Menthol	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Meperidine	CCOC(=O)C1(c2ccccc2)CCN(C)CC1	HIPS/molecule-autoencoder all_drugs.smi
Mephentermine	CNC(C)(C)Cc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Mephenytoin	CCC1(c2ccccc2)NC(=O)N(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Mepivacaine	Cc1cccc(C)c1NC(=O)C1CCCCN1C	HIPS/molecule-autoencoder all_drugs.smi
Meprobamate	CCCC(C)(COC(N)=O)COC(N)=O	HIPS/molecule-autoencoder all_drugs.smi
Mepyramine	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Mequitazine	c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2	HIPS/molecule-autoencoder all_drugs.smi
Mercaptopurine	S=c1nc[nH]c2nc[nH]c12	HIPS/molecule-autoencoder all_drugs.smi
Mesalazine	Nc1ccc(O)c(C(=O)O)c1	HIPS/molecule-autoencoder all_drugs.smi
Mesoridazine	CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21	HIPS/molecule-autoencoder all_drugs.smi
Mestranol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Metaraminol	C[C@H](N)[C@H](O)c1cccc(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Metaxalone	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	HIPS/molecule-autoencoder all_drugs.smi
Metformin	CN(C)C(=N)NC(=N)N	HIPS/molecule-autoencoder all_drugs.smi
Methadone	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Methadyl	CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Methamphetamine	CN[C@@H](C)Cc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Metharbital	CCC1(CC)C(=O)NC(=O)N(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Methazolamide	CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C	HIPS/molecule-autoencoder all_drugs.smi
Methdilazine	CN1CCC(CN2c3ccccc3Sc3ccccc32)C1	HIPS/molecule-autoencoder all_drugs.smi
Methocarbamol	COc1ccccc1OCC(O)COC(N)=O	HIPS/molecule-autoencoder all_drugs.smi
Methohexital	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Methotrexate	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	HIPS/molecule-autoencoder all_drugs.smi
Methotrimeprazine	COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2	HIPS/molecule-autoencoder all_drugs.smi
Methoxamine	COc1ccc(OC)c(C(O)C(C)N)c1	HIPS/molecule-autoencoder all_drugs.smi
Methoxsalen	COc1c2occc2cc2ccc(=O)oc12	HIPS/molecule-autoencoder all_drugs.smi
Methoxyflurane	COC(F)(F)C(Cl)Cl	HIPS/molecule-autoencoder all_drugs.smi
Methsuximide	CN1C(=O)CC(C)(c2ccccc2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Methyclothiazide	CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Methyl	COC(=O)CCC(=O)CN	HIPS/molecule-autoencoder all_drugs.smi
Methyldopa	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Methylergonovine	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	HIPS/molecule-autoencoder all_drugs.smi
Methylphenidate	COC(=O)C(c1ccccc1)C1CCCCN1	HIPS/molecule-autoencoder all_drugs.smi
Methylphenobarbital	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Methyltestosterone	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	HIPS/molecule-autoencoder all_drugs.smi
Methyprylon	CCC1(CC)C(=O)NCC(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Methysergide	CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1	HIPS/molecule-autoencoder all_drugs.smi
Meticillin	COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Metipranolol	CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C	HIPS/molecule-autoencoder all_drugs.smi
Metixene	CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1	HIPS/molecule-autoencoder all_drugs.smi
Metoclopramide	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	HIPS/molecule-autoencoder all_drugs.smi
Metolazone	Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C	HIPS/molecule-autoencoder all_drugs.smi
Metoprolol	COCCc1ccc(OCC(O)CNC(C)C)cc1	HIPS/molecule-autoencoder all_drugs.smi
Metronidazole	Cc1ncc([N+](=O)[O-])n1CCO	HIPS/molecule-autoencoder all_drugs.smi
Metyrapone	CC(C)(C(=O)c1cccnc1)c1cccnc1	HIPS/molecule-autoencoder all_drugs.smi
Metyrosine	C[C@](N)(Cc1ccc(O)cc1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Mexiletine	Cc1cccc(C)c1OCC(C)N	HIPS/molecule-autoencoder all_drugs.smi
Mianserin	CN1CCN2c3ccccc3Cc3ccccc3C2C1	HIPS/molecule-autoencoder all_drugs.smi
Miconazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	HIPS/molecule-autoencoder all_drugs.smi
Midazolam	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	HIPS/molecule-autoencoder all_drugs.smi
Midodrine	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	HIPS/molecule-autoencoder all_drugs.smi
Miglitol	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	HIPS/molecule-autoencoder all_drugs.smi
Miglustat	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	HIPS/molecule-autoencoder all_drugs.smi
Milnacipran	CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN	HIPS/molecule-autoencoder all_drugs.smi
Milrinone	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1	HIPS/molecule-autoencoder all_drugs.smi
Mimosine	N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Minaprine	Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	HIPS/molecule-autoencoder all_drugs.smi
Minoxidil	Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]	HIPS/molecule-autoencoder all_drugs.smi
Mirabegron	Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1	HIPS/molecule-autoencoder all_drugs.smi
Mirtazapine	CN1CCN2c3ncccc3Cc3ccccc3C2C1	HIPS/molecule-autoencoder all_drugs.smi
Misoprostol	CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC	HIPS/molecule-autoencoder all_drugs.smi
Mitiglinide	O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Mitomycin	CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12	HIPS/molecule-autoencoder all_drugs.smi
Mitotane	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Mitoxantrone	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21	HIPS/molecule-autoencoder all_drugs.smi
Moclobemide	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	HIPS/molecule-autoencoder all_drugs.smi
Modafinil	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Moexipril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Molindone	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	HIPS/molecule-autoencoder all_drugs.smi
Monobenzone	Oc1ccc(OCc2ccccc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Moricizine	CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2	HIPS/molecule-autoencoder all_drugs.smi
Morphine	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	HIPS/molecule-autoencoder all_drugs.smi
Moxifloxacin	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	HIPS/molecule-autoencoder all_drugs.smi
Mycophenolate	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	HIPS/molecule-autoencoder all_drugs.smi
Mycophenolic	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	HIPS/molecule-autoencoder all_drugs.smi
N-Acetyl-D-glucosamine	CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO	HIPS/molecule-autoencoder all_drugs.smi
Nabilone	CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21	HIPS/molecule-autoencoder all_drugs.smi
Nabumetone	COc1ccc2cc(CCC(C)=O)ccc2c1	HIPS/molecule-autoencoder all_drugs.smi
Nadolol	CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2	HIPS/molecule-autoencoder all_drugs.smi
Nafcillin	CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Naftifine	CN(CC=Cc1ccccc1)Cc1cccc2ccccc12	HIPS/molecule-autoencoder all_drugs.smi
Nalbuphine	Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314	HIPS/molecule-autoencoder all_drugs.smi
Nalidixic	CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21	HIPS/molecule-autoencoder all_drugs.smi
Naloxone	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	HIPS/molecule-autoencoder all_drugs.smi
Naltrexone	O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	HIPS/molecule-autoencoder all_drugs.smi
Nandrolone	CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	HIPS/molecule-autoencoder all_drugs.smi
Naphazoline	c1ccc2c(CC3=NCCN3)cccc2c1	HIPS/molecule-autoencoder all_drugs.smi
Naproxen	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	HIPS/molecule-autoencoder all_drugs.smi
Naratriptan	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	HIPS/molecule-autoencoder all_drugs.smi
Nateglinide	CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1	HIPS/molecule-autoencoder all_drugs.smi
Nebivolol	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1	HIPS/molecule-autoencoder all_drugs.smi
Nedocromil	CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12	HIPS/molecule-autoencoder all_drugs.smi
Nefazodone	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Nelarabine	COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	HIPS/molecule-autoencoder all_drugs.smi
Nepafenac	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	HIPS/molecule-autoencoder all_drugs.smi
Nevirapine	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	HIPS/molecule-autoencoder all_drugs.smi
Niacin	O=C(O)c1cccnc1	HIPS/molecule-autoencoder all_drugs.smi
Nicardipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	HIPS/molecule-autoencoder all_drugs.smi
Nicergoline	CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13	HIPS/molecule-autoencoder all_drugs.smi
Niclosamide	O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O	HIPS/molecule-autoencoder all_drugs.smi
Nicotine	CN1CCCC1c1cccnc1	HIPS/molecule-autoencoder all_drugs.smi
Nifedipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Niflumic	O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1	HIPS/molecule-autoencoder all_drugs.smi
Nilutamide	CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Nilvadipine	COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	HIPS/molecule-autoencoder all_drugs.smi
Nimodipine	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	HIPS/molecule-autoencoder all_drugs.smi
Nisoldipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Nitazoxanide	CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1	HIPS/molecule-autoencoder all_drugs.smi
Nitisinone	O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Nitrazepam	O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1	HIPS/molecule-autoencoder all_drugs.smi
Nitrendipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	HIPS/molecule-autoencoder all_drugs.smi
Nitrofurantoin	O=C1CN(/N=C\c2ccc([N+](=O)[O-])o2)C(=O)N1	HIPS/molecule-autoencoder all_drugs.smi
Nitrofurazone	NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1	HIPS/molecule-autoencoder all_drugs.smi
Nitroglycerin	O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]	HIPS/molecule-autoencoder all_drugs.smi
Nitroxoline	O=[N+]([O-])c1ccc(O)c2ncccc12	HIPS/molecule-autoencoder all_drugs.smi
Nizatidine	CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1	HIPS/molecule-autoencoder all_drugs.smi
Norelgestromin	C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC	HIPS/molecule-autoencoder all_drugs.smi
Norepinephrine	NC[C@H](O)c1ccc(O)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Norethindrone	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	HIPS/molecule-autoencoder all_drugs.smi
Norfloxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	HIPS/molecule-autoencoder all_drugs.smi
Norgestimate	C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC	HIPS/molecule-autoencoder all_drugs.smi
Nortriptyline	CNCCC=C1c2ccccc2CCc2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Ofloxacin	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	HIPS/molecule-autoencoder all_drugs.smi
Olanzapine	Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	HIPS/molecule-autoencoder all_drugs.smi
Olmesartan	CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Olopatadine	CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21	HIPS/molecule-autoencoder all_drugs.smi
Olsalazine	O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O	HIPS/molecule-autoencoder all_drugs.smi
Omeprazole	COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	HIPS/molecule-autoencoder all_drugs.smi
Ondansetron	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Orciprenaline	CC(C)NCC(O)c1cc(O)cc(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Orlistat	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	HIPS/molecule-autoencoder all_drugs.smi
Orphenadrine	Cc1ccccc1C(OCCN(C)C)c1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Oseltamivir	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	HIPS/molecule-autoencoder all_drugs.smi
Ospemifene	OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Oxacillin	Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Oxaliplatin	O=C1[O][Pt]2([NH][C@@H]3CCCC[C@H]3[NH]2)[O]C1=O	HIPS/molecule-autoencoder all_drugs.smi
Oxamniquine	CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1	HIPS/molecule-autoencoder all_drugs.smi
Oxandrolone	C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	HIPS/molecule-autoencoder all_drugs.smi
Oxaprozin	O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1	HIPS/molecule-autoencoder all_drugs.smi
Oxazepam	O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O	HIPS/molecule-autoencoder all_drugs.smi
Oxcarbazepine	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	HIPS/molecule-autoencoder all_drugs.smi
Oxiconazole	Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	HIPS/molecule-autoencoder all_drugs.smi
Oxitriptan	N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Oxprenolol	C=CCOc1ccccc1OCC(O)CNC(C)C	HIPS/molecule-autoencoder all_drugs.smi
Oxybenzone	COc1ccc(C(=O)c2ccccc2)c(O)c1	HIPS/molecule-autoencoder all_drugs.smi
Oxybuprocaine	CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N	HIPS/molecule-autoencoder all_drugs.smi
Oxybutynin	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Oxycodone	COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314	HIPS/molecule-autoencoder all_drugs.smi
Oxymetazoline	Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1	HIPS/molecule-autoencoder all_drugs.smi
Oxymorphone	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	HIPS/molecule-autoencoder all_drugs.smi
Oxyphencyclimine	CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1	HIPS/molecule-autoencoder all_drugs.smi
Paliperidone	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O	HIPS/molecule-autoencoder all_drugs.smi
Palonosetron	O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2	HIPS/molecule-autoencoder all_drugs.smi
Pamidronate	NCCC(O)(P(=O)(O)O)P(=O)(O)O	HIPS/molecule-autoencoder all_drugs.smi
Pantoprazole	COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	HIPS/molecule-autoencoder all_drugs.smi
Papaverine	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	HIPS/molecule-autoencoder all_drugs.smi
Paramethadione	CCC1(C)OC(=O)N(C)C1=O	HIPS/molecule-autoencoder all_drugs.smi
Pargyline	C#CCN(C)Cc1ccccc1	HIPS/molecule-autoencoder all_drugs.smi
Paroxetine	Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	HIPS/molecule-autoencoder all_drugs.smi
Pazopanib	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	HIPS/molecule-autoencoder all_drugs.smi
Pefloxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	HIPS/molecule-autoencoder all_drugs.smi
Pemetrexed	Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Pemirolast	Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12	HIPS/molecule-autoencoder all_drugs.smi
Penbutolol	CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1	HIPS/molecule-autoencoder all_drugs.smi
Penciclovir	Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1	HIPS/molecule-autoencoder all_drugs.smi
Penicillamine	CC(C)(S)C(N)C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Penicillin	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Penicillin	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O	HIPS/molecule-autoencoder all_drugs.smi
Pentamidine	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	HIPS/molecule-autoencoder all_drugs.smi
Pentazocine	CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C	HIPS/molecule-autoencoder all_drugs.smi
Pentobarbital	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	HIPS/molecule-autoencoder all_drugs.smi
Pentostatin	OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O	HIPS/molecule-autoencoder all_drugs.smi
